Bin ID,Fullness,fullnessThreshold,timestamp,reason
1511206,0,8,05-01-2019,NOT_READY
1511207,0,8,05-01-2019,NOT_READY
1511208,0,8,05-01-2019,NOT_READY
1511209,0,8,05-01-2019,NOT_READY
1511210,0,8,05-01-2019,NOT_READY
1511211,0,8,05-01-2019,NOT_READY
1511212,0,8,05-01-2019,NOT_READY
1511213,0,8,05-01-2019,NOT_READY
1511214,0,8,05-01-2019,NOT_READY
1511215,0,8,05-01-2019,NOT_READY
1511216,0,8,05-01-2019,NOT_READY
1511217,0,8,05-01-2019,NOT_READY
1511218,0,8,05-01-2019,NOT_READY
1511219,0,8,05-01-2019,NOT_READY
1511220,0,8,05-01-2019,NOT_READY
1511221,0,8,05-01-2019,NOT_READY
1510830,0,6,06-01-2019,NOT_READY
1511190,0,8,06-01-2019,NOT_READY
1511191,10,8,06-01-2019,ALERT
1511192,6,8,06-01-2019,NOT_READY
1511193,4,8,06-01-2019,NOT_READY
1511194,0,8,06-01-2019,NOT_READY
1511195,0,8,06-01-2019,NOT_READY
1511196,6,8,06-01-2019,NOT_READY
1511197,8,8,06-01-2019,FULLNESS
1511198,0,8,06-01-2019,NOT_READY
1511199,0,8,06-01-2019,NOT_READY
1511200,4,8,06-01-2019,NOT_READY
1511201,4,8,06-01-2019,NOT_READY
1511203,0,8,06-01-2019,NOT_READY
1511204,0,8,06-01-2019,NOT_READY
1511205,0,8,06-01-2019,NOT_READY
1511206,0,8,06-01-2019,NOT_READY
1511207,0,8,06-01-2019,NOT_READY
1511208,0,8,06-01-2019,NOT_READY
1511209,0,8,06-01-2019,NOT_READY
1511210,0,8,06-01-2019,NOT_READY
1511211,0,8,06-01-2019,NOT_READY
1511212,0,8,06-01-2019,NOT_READY
1511213,0,8,06-01-2019,NOT_READY
1511214,0,8,06-01-2019,NOT_READY
1511215,0,8,06-01-2019,NOT_READY
1511216,0,8,06-01-2019,NOT_READY
1511217,0,8,06-01-2019,NOT_READY
1511218,0,8,06-01-2019,NOT_READY
1511219,0,8,06-01-2019,NOT_READY
1511220,0,8,06-01-2019,NOT_READY
1511221,6,8,06-01-2019,NOT_READY
1510830,2,6,08-01-2019,NOT_READY
1511190,8,8,08-01-2019,FULLNESS
1511191,10,8,08-01-2019,ALERT
1511192,8,8,08-01-2019,FULLNESS
1511193,4,8,08-01-2019,NOT_READY
1511194,0,8,08-01-2019,NOT_READY
1511195,4,8,08-01-2019,NOT_READY
1511196,0,8,08-01-2019,NOT_READY
1511197,0,8,08-01-2019,NOT_READY
1511198,0,8,08-01-2019,NOT_READY
1511199,6,8,08-01-2019,NOT_READY
1511200,8,8,08-01-2019,FULLNESS
1511201,6,8,08-01-2019,NOT_READY
1511203,4,8,08-01-2019,NOT_READY
1511204,0,8,08-01-2019,NOT_READY
1511205,2,8,08-01-2019,NOT_READY
1511206,6,8,08-01-2019,NOT_READY
1511207,0,8,08-01-2019,NOT_READY
1511208,8,8,08-01-2019,FULLNESS
1511209,0,8,08-01-2019,NOT_READY
1511210,0,8,08-01-2019,NOT_READY
1511211,8,8,08-01-2019,FULLNESS
1511212,6,8,08-01-2019,NOT_READY
1511213,0,8,08-01-2019,NOT_READY
1511214,0,8,08-01-2019,NOT_READY
1511215,6,8,08-01-2019,NOT_READY
1511216,4,8,08-01-2019,NOT_READY
1511217,0,8,08-01-2019,NOT_READY
1511218,8,8,08-01-2019,FULLNESS
1511219,2,8,08-01-2019,NOT_READY
1511220,8,8,08-01-2019,FULLNESS
1511221,8,8,08-01-2019,FULLNESS
1510830,2,6,09-01-2019,NOT_READY
1511190,0,8,09-01-2019,NOT_READY
1511191,10,8,09-01-2019,ALERT
1511192,0,8,09-01-2019,NOT_READY
1511193,6,8,09-01-2019,NOT_READY
1511194,0,8,09-01-2019,NOT_READY
1511195,6,8,09-01-2019,NOT_READY
1511196,0,8,09-01-2019,NOT_READY
1511197,0,8,09-01-2019,NOT_READY
1511198,0,8,09-01-2019,NOT_READY
1511199,8,8,09-01-2019,FULLNESS
1511200,0,8,09-01-2019,NOT_READY
1511201,4,8,09-01-2019,NOT_READY
1511203,6,8,09-01-2019,NOT_READY
1511204,0,8,09-01-2019,NOT_READY
1511205,2,8,09-01-2019,NOT_READY
1511206,8,8,09-01-2019,FULLNESS
1511207,6,8,09-01-2019,NOT_READY
1511208,0,8,09-01-2019,NOT_READY
1511209,0,8,09-01-2019,NOT_READY
1511210,0,8,09-01-2019,NOT_READY
1511211,0,8,09-01-2019,NOT_READY
1511212,8,8,09-01-2019,FULLNESS
1511213,0,8,09-01-2019,NOT_READY
1511214,0,8,09-01-2019,NOT_READY
1511215,8,8,09-01-2019,FULLNESS
1511216,4,8,09-01-2019,NOT_READY
1511217,0,8,09-01-2019,NOT_READY
1511218,0,8,09-01-2019,NOT_READY
1511219,8,8,09-01-2019,FULLNESS
1511220,0,8,09-01-2019,NOT_READY
1511221,0,8,09-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,8,8,24-01-2019,FULLNESS
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,0,6,24-01-2019,NOT_READY
1511190,4,8,24-01-2019,NOT_READY
1511191,10,8,24-01-2019,ALERT
1511192,4,8,24-01-2019,NOT_READY
1511193,0,8,24-01-2019,NOT_READY
1511194,0,8,24-01-2019,NOT_READY
1511195,0,8,24-01-2019,NOT_READY
1511196,4,8,24-01-2019,NOT_READY
1511197,0,8,24-01-2019,NOT_READY
1511198,2,8,24-01-2019,NOT_READY
1511199,0,8,24-01-2019,NOT_READY
1511200,0,8,24-01-2019,NOT_READY
1511201,0,8,24-01-2019,NOT_READY
1511203,4,8,24-01-2019,NOT_READY
1511204,0,8,24-01-2019,NOT_READY
1511205,0,8,24-01-2019,NOT_READY
1511206,0,8,24-01-2019,NOT_READY
1511207,0,8,24-01-2019,NOT_READY
1511208,0,8,24-01-2019,NOT_READY
1511209,4,8,24-01-2019,NOT_READY
1511210,0,8,24-01-2019,NOT_READY
1511211,2,8,24-01-2019,NOT_READY
1511212,2,8,24-01-2019,NOT_READY
1511213,0,8,24-01-2019,NOT_READY
1511214,4,8,24-01-2019,NOT_READY
1511215,0,8,24-01-2019,NOT_READY
1511216,0,8,24-01-2019,NOT_READY
1511217,0,8,24-01-2019,NOT_READY
1511218,0,8,24-01-2019,NOT_READY
1511219,8,8,24-01-2019,FULLNESS
1511220,0,8,24-01-2019,NOT_READY
1511221,4,8,24-01-2019,NOT_READY
1510830,6,6,30-01-2019,FULLNESS
1511190,4,8,30-01-2019,NOT_READY
1511191,10,8,30-01-2019,ALERT
1511192,4,8,30-01-2019,NOT_READY
1511193,4,8,30-01-2019,NOT_READY
1511194,0,8,30-01-2019,NOT_READY
1511195,2,8,30-01-2019,NOT_READY
1511196,4,8,30-01-2019,NOT_READY
1511197,0,8,30-01-2019,NOT_READY
1511198,4,8,30-01-2019,NOT_READY
1511199,6,8,30-01-2019,NOT_READY
1511200,2,8,30-01-2019,NOT_READY
1511201,6,8,30-01-2019,NOT_READY
1511203,4,8,30-01-2019,NOT_READY
1511204,0,8,30-01-2019,NOT_READY
1511205,4,8,30-01-2019,NOT_READY
1511206,0,8,30-01-2019,NOT_READY
1511207,0,8,30-01-2019,NOT_READY
1511208,0,8,30-01-2019,NOT_READY
1511209,0,8,30-01-2019,NOT_READY
1511210,0,8,30-01-2019,NOT_READY
1511211,0,8,30-01-2019,NOT_READY
1511212,2,8,30-01-2019,NOT_READY
1511213,0,8,30-01-2019,NOT_READY
1511214,0,8,30-01-2019,ALERT
1511215,4,8,30-01-2019,NOT_READY
1511216,0,8,30-01-2019,NOT_READY
1511217,0,8,30-01-2019,NOT_READY
1511218,0,8,30-01-2019,NOT_READY
1511219,0,8,30-01-2019,ALERT
1511220,0,8,30-01-2019,NOT_READY
1511221,0,8,30-01-2019,NOT_READY
1510830,6,6,30-01-2019,FULLNESS
1511190,4,8,30-01-2019,NOT_READY
1511191,10,8,30-01-2019,ALERT
1511192,4,8,30-01-2019,NOT_READY
1511193,4,8,30-01-2019,NOT_READY
1511194,0,8,30-01-2019,NOT_READY
1511195,2,8,30-01-2019,NOT_READY
1511196,4,8,30-01-2019,NOT_READY
1511197,0,8,30-01-2019,NOT_READY
1511198,4,8,30-01-2019,NOT_READY
1511199,6,8,30-01-2019,NOT_READY
1511200,2,8,30-01-2019,NOT_READY
1511201,6,8,30-01-2019,NOT_READY
1511203,4,8,30-01-2019,NOT_READY
1511204,0,8,30-01-2019,NOT_READY
1511205,4,8,30-01-2019,NOT_READY
1511206,0,8,30-01-2019,NOT_READY
1511207,0,8,30-01-2019,NOT_READY
1511208,0,8,30-01-2019,NOT_READY
1511209,0,8,30-01-2019,NOT_READY
1511210,0,8,30-01-2019,NOT_READY
1511211,0,8,30-01-2019,NOT_READY
1511212,2,8,30-01-2019,NOT_READY
1511213,0,8,30-01-2019,NOT_READY
1511214,0,8,30-01-2019,ALERT
1511215,4,8,30-01-2019,NOT_READY
1511216,0,8,30-01-2019,NOT_READY
1511217,0,8,30-01-2019,NOT_READY
1511218,0,8,30-01-2019,NOT_READY
1511219,0,8,30-01-2019,ALERT
1511220,0,8,30-01-2019,NOT_READY
1511221,0,8,30-01-2019,NOT_READY
1510830,6,6,30-01-2019,FULLNESS
1511190,4,8,30-01-2019,NOT_READY
1511191,10,8,30-01-2019,ALERT
1511192,4,8,30-01-2019,NOT_READY
1511193,4,8,30-01-2019,NOT_READY
1511194,0,8,30-01-2019,NOT_READY
1511195,2,8,30-01-2019,NOT_READY
1511196,4,8,30-01-2019,NOT_READY
1510830,6,6,30-01-2019,FULLNESS
1511190,4,8,30-01-2019,NOT_READY
1511191,10,8,30-01-2019,ALERT
1511192,4,8,30-01-2019,NOT_READY
1511193,4,8,30-01-2019,NOT_READY
1511194,0,8,30-01-2019,NOT_READY
1511195,2,8,30-01-2019,NOT_READY
1511196,4,8,30-01-2019,NOT_READY
1511197,0,8,30-01-2019,NOT_READY
1511198,4,8,30-01-2019,NOT_READY
1511199,6,8,30-01-2019,NOT_READY
1511200,2,8,30-01-2019,NOT_READY
1511201,6,8,30-01-2019,NOT_READY
1511203,4,8,30-01-2019,NOT_READY
1511204,0,8,30-01-2019,NOT_READY
1511205,4,8,30-01-2019,NOT_READY
1511206,0,8,30-01-2019,NOT_READY
1511207,0,8,30-01-2019,NOT_READY
1511208,0,8,30-01-2019,NOT_READY
1511209,0,8,30-01-2019,NOT_READY
1511210,0,8,30-01-2019,NOT_READY
1511211,0,8,30-01-2019,NOT_READY
1511212,2,8,30-01-2019,NOT_READY
1511213,0,8,30-01-2019,NOT_READY
1511214,0,8,30-01-2019,ALERT
1511215,4,8,30-01-2019,NOT_READY
1511216,0,8,30-01-2019,NOT_READY
1511217,0,8,30-01-2019,NOT_READY
1511218,0,8,30-01-2019,NOT_READY
1511219,0,8,30-01-2019,ALERT
1511220,0,8,30-01-2019,NOT_READY
1511221,0,8,30-01-2019,NOT_READY
1510830,6,6,30-01-2019,FULLNESS
1511190,4,8,30-01-2019,NOT_READY
1511191,10,8,30-01-2019,ALERT
1511192,4,8,30-01-2019,NOT_READY
1511193,4,8,30-01-2019,NOT_READY
